tender_id,project_name,sector,region,country,subregion,value_usd_m,bid_deadline,client,project_start_date,duration_months,esg_requirements,risk_factors,procurement_type,project_complexity,project_scale,description
tid-21186,"dam in nigeria, nigeria",energy,africa,nigeria,nigeria,31.61,2026-10-17,public-private partnership,2028-07-17,60,renewable energy,unknown,design-build,medium,small,"open tender for a energy small-scale project: water treatment plant in nigeria, nigeria. requires bim integration."
tid-21187,"power plant in mexico, mexico",healthcare,north america,mexico,mexico,1689.51,2026-07-23,government,2025-08-18,18,renewable energy,environmental concerns,design-build,high,mega,"open tender for a healthcare mega-scale project: data center in mexico, mexico. requires smart city tech."
tid-21188,"high-rise building in nigeria, nigeria",energy,africa,nigeria,nigeria,40.08,2028-01-19,state-owned enterprise,2028-07-23,16,water conservation,geopolitical risks,design-build,medium,small,"open tender for a energy small-scale project: bridge in nigeria, nigeria. requires smart city tech."
tid-21189,"wind farm in kenya, kenya",healthcare,africa,kenya,kenya,2422.57875,2026-10-03,international agency,2030-01-06,32,waste reduction,geopolitical risks,selective bid,medium,mega,"open tender for a healthcare mega-scale project: oil pipeline in kenya, kenya. requires local labor."
tid-21190,"stadium in queensland, australia",healthcare,australia,australia,queensland,159.44,2027-07-21,municipality,2029-05-10,11,unknown,environmental concerns,open bid,high,medium,"open tender for a healthcare medium-scale project: data center in queensland, australia. requires advanced engineering."
tid-21191,"hospital in british columbia, canada",residential,north america,canada,british columbia,1062.45,2027-07-12,international agency,2027-02-17,9,green building,unknown,design-build,high,mega,"open tender for a residential mega-scale project: refinery in british columbia, canada. requires smart city tech."
tid-21192,"warehouse in kuwait, kuwait",infrastructure,middle east,kuwait,kuwait,192.25,2027-11-23,ngo,2025-09-21,23,carbon neutrality,unknown,negotiated contract,low,medium,"open tender for a infrastructure medium-scale project: refinery in kuwait, kuwait. requires sustainable materials."
tid-21193,"high-rise building in oman, oman",transportation,middle east,oman,oman,11.72,2027-04-27,state-owned enterprise,2025-11-29,6,green building,geopolitical risks,open bid,medium,small,"open tender for a transportation small-scale project: railway in oman, oman. requires local labor."
tid-21194,"school in morocco, morocco",utilities,africa,morocco,morocco,27.02,2027-08-07,utility company,2026-01-12,52,carbon neutrality,geopolitical risks,epc,high,small,"open tender for a utilities small-scale project: airport in morocco, morocco. requires bim integration."
tid-21195,"solar plant in shanghai, china",industrial,asia-pacific,china,shanghai,2422.57875,2027-12-01,private developer,2026-07-27,73,renewable energy,unknown,negotiated contract,high,mega,"open tender for a industrial mega-scale project: data center in shanghai, china. requires local labor."
tid-21196,"solar plant in british columbia, canada",transportation,north america,canada,british columbia,804.6,2027-10-23,public-private partnership,2026-01-02,58,green building,supply chain delays,epc,medium,large,"open tender for a transportation large-scale project: dam in british columbia, canada. requires smart city tech."
tid-21197,"oil pipeline in argentina, argentina",transportation,latin america,argentina,argentina,9.78,2026-12-08,ngo,2026-06-20,79,water conservation,geopolitical risks,negotiated contract,medium,small,"open tender for a transportation small-scale project: port in argentina, argentina. requires modular construction."
tid-21198,"bridge in oman, oman",commercial,middle east,oman,oman,2422.57875,2027-05-15,international agency,2026-08-27,38,green building,geopolitical risks,epc,medium,mega,"open tender for a commercial mega-scale project: university campus in oman, oman. requires local labor."
tid-21199,"highway in victoria, australia",healthcare,australia,australia,victoria,2422.57875,2027-09-01,public-private partnership,2027-02-19,14,unknown,labor shortages,design-build,medium,mega,"open tender for a healthcare mega-scale project: refinery in victoria, australia. requires local labor."
tid-21200,"warehouse in new south wales, australia",residential,australia,australia,new south wales,137.18,2025-11-15,corporate,2029-03-02,96,green building,cost overruns,epc,low,medium,"open tender for a residential medium-scale project: hospital in new south wales, australia. requires smart city tech."
tid-21201,"bridge in morocco, morocco",utilities,africa,morocco,morocco,13.68,2026-06-25,government,2025-06-19,81,water conservation,cost overruns,design-build,medium,small,"open tender for a utilities small-scale project: power plant in morocco, morocco. requires modular construction."
tid-21202,"school in malaysia, malaysia",utilities,asia-pacific,malaysia,malaysia,432.32,2027-01-20,private developer,2026-07-04,43,water conservation,labor shortages,negotiated contract,medium,large,"open tender for a utilities large-scale project: high-rise building in malaysia, malaysia. requires modular construction."
tid-21203,"power plant in oman, oman",education,middle east,oman,oman,31.17,2026-04-26,utility company,2029-10-02,89,waste reduction,environmental concerns,selective bid,high,small,"open tender for a education small-scale project: refinery in oman, oman. requires smart city tech."
tid-21204,"bridge in italy, italy",residential,europe,italy,italy,184.6,2026-12-14,corporate,2027-12-21,50,carbon neutrality,supply chain delays,epc,medium,medium,"open tender for a residential medium-scale project: water treatment plant in italy, italy. requires sustainable materials."
tid-21205,"airport in western australia, australia",commercial,australia,australia,western australia,159.94,2026-10-28,municipality,2028-04-04,22,green building,supply chain delays,negotiated contract,medium,medium,"open tender for a commercial medium-scale project: water treatment plant in western australia, australia. requires advanced engineering."
tid-21206,"highway in qatar, qatar",industrial,middle east,qatar,qatar,2422.57875,2025-12-12,public-private partnership,2028-09-22,36,community engagement,regulatory changes,open bid,low,mega,"open tender for a industrial mega-scale project: hospital in qatar, qatar. requires advanced engineering."
tid-21207,"refinery in western australia, australia",healthcare,australia,australia,western australia,19.15,2026-02-16,private developer,2029-11-30,60,green building,cost overruns,negotiated contract,high,small,"open tender for a healthcare small-scale project: highway in western australia, australia. requires sustainable materials."
tid-21208,"wind farm in mexico, mexico",commercial,north america,mexico,mexico,177.36,2028-02-17,government,2025-07-28,85,renewable energy,labor shortages,design-build,high,medium,"open tender for a commercial medium-scale project: warehouse in mexico, mexico. requires modular construction."
tid-21209,"dam in peru, peru",infrastructure,latin america,peru,peru,753.72,2026-06-18,ngo,2029-06-15,50,community engagement,unknown,design-build,low,large,"open tender for a infrastructure large-scale project: shopping mall in peru, peru. requires bim integration."
tid-21210,"stadium in germany, germany",healthcare,europe,germany,germany,162.34,2028-05-18,ngo,2030-01-18,69,renewable energy,cost overruns,epc,high,medium,"open tender for a healthcare medium-scale project: warehouse in germany, germany. requires modular construction."
tid-21211,"shopping mall in victoria, australia",infrastructure,australia,australia,victoria,186.17,2026-07-23,corporate,2027-07-06,44,community engagement,regulatory changes,epc,medium,medium,"open tender for a infrastructure medium-scale project: smart city in victoria, australia. requires smart city tech."
tid-21212,"bridge in uae, uae",residential,middle east,uae,uae,194.47,2025-11-09,private developer,2026-10-23,15,unknown,cost overruns,selective bid,medium,medium,"open tender for a residential medium-scale project: metro system in uae, uae. requires sustainable materials."
tid-21213,"metro system in qatar, qatar",residential,middle east,qatar,qatar,620.14,2027-02-12,public-private partnership,2029-10-03,35,water conservation,unknown,design-build,high,large,"open tender for a residential large-scale project: bridge in qatar, qatar. requires smart city tech."
tid-21214,"smart city in new south wales, australia",industrial,australia,australia,new south wales,1175.5,2028-01-10,ngo,2027-11-07,18,waste reduction,labor shortages,selective bid,high,mega,"open tender for a industrial mega-scale project: bridge in new south wales, australia. requires bim integration."
tid-21215,"power plant in chile, chile",energy,latin america,chile,chile,923.01,2027-05-30,state-owned enterprise,2030-01-15,44,renewable energy,regulatory changes,design-build,high,large,"open tender for a energy large-scale project: metro system in chile, chile. requires local labor."
tid-21216,"university campus in karnataka, india",industrial,asia-pacific,india,karnataka,49.02,2027-07-12,private developer,2029-05-13,15,waste reduction,labor shortages,design-build,medium,small,"open tender for a industrial small-scale project: school in karnataka, india. requires sustainable materials."
tid-21217,"refinery in kuwait, kuwait",energy,middle east,kuwait,kuwait,410.04,2027-06-28,ngo,2026-12-18,65,water conservation,labor shortages,selective bid,low,large,"open tender for a energy large-scale project: airport in kuwait, kuwait. requires sustainable materials."
tid-21218,"school in argentina, argentina",utilities,latin america,argentina,argentina,2422.57875,2026-05-26,utility company,2026-03-07,51,community engagement,labor shortages,open bid,medium,mega,"open tender for a utilities mega-scale project: university campus in argentina, argentina. requires local labor."
tid-21219,"shopping mall in alberta, canada",transportation,north america,canada,alberta,2422.57875,2027-02-05,corporate,2026-06-25,50,renewable energy,regulatory changes,epc,low,mega,"open tender for a transportation mega-scale project: dam in alberta, canada. requires modular construction."
tid-21220,"oil pipeline in victoria, australia",industrial,australia,australia,victoria,116.33,2025-06-27,municipality,2030-02-28,40,water conservation,unknown,negotiated contract,medium,medium,"open tender for a industrial medium-scale project: power plant in victoria, australia. requires advanced engineering."
tid-21221,"airport in british columbia, canada",utilities,north america,canada,british columbia,2422.57875,2026-12-31,government,2027-12-26,11,green building,cost overruns,design-build,high,mega,"open tender for a utilities mega-scale project: data center in british columbia, canada. requires local labor."
tid-21222,"metro system in kuwait, kuwait",healthcare,middle east,kuwait,kuwait,392.7,2027-04-18,municipality,2029-12-10,61,community engagement,labor shortages,selective bid,high,large,"open tender for a healthcare large-scale project: dam in kuwait, kuwait. requires bim integration."
tid-21223,"refinery in peru, peru",energy,latin america,peru,peru,277.87,2028-05-03,utility company,2028-07-04,33,waste reduction,unknown,design-build,medium,large,"open tender for a energy large-scale project: highway in peru, peru. requires sustainable materials."
tid-21224,"dam in tamil nadu, india",education,asia-pacific,india,tamil nadu,1740.92,2025-10-01,municipality,2028-06-03,18,unknown,environmental concerns,epc,high,mega,"open tender for a education mega-scale project: hospital in tamil nadu, india. requires local labor."
tid-21225,"warehouse in venezuela, venezuela",healthcare,latin america,venezuela,venezuela,320.35,2026-12-10,public-private partnership,2026-06-19,42,carbon neutrality,regulatory changes,negotiated contract,high,large,"open tender for a healthcare large-scale project: shopping mall in venezuela, venezuela. requires sustainable materials."
tid-21226,"high-rise building in kenya, kenya",utilities,africa,kenya,kenya,49.0,2026-02-15,private developer,2027-07-06,78,water conservation,regulatory changes,negotiated contract,low,small,"open tender for a utilities small-scale project: highway in kenya, kenya. requires smart city tech."
tid-21227,"airport in nigeria, nigeria",transportation,africa,nigeria,nigeria,41.39,2026-02-21,public-private partnership,2026-05-10,62,carbon neutrality,geopolitical risks,design-build,medium,small,"open tender for a transportation small-scale project: power plant in nigeria, nigeria. requires sustainable materials."
tid-21228,"dam in france, france",transportation,europe,france,france,537.25,2028-01-21,municipality,2029-11-18,70,water conservation,supply chain delays,selective bid,low,large,"open tender for a transportation large-scale project: metro system in france, france. requires smart city tech."
tid-21229,"highway in mexico, mexico",transportation,north america,mexico,mexico,38.27,2027-04-07,international agency,2026-02-25,89,green building,labor shortages,selective bid,medium,small,"open tender for a transportation small-scale project: power plant in mexico, mexico. requires local labor."
tid-21230,"airport in sweden, sweden",utilities,europe,sweden,sweden,739.24,2028-03-28,utility company,2028-10-31,33,waste reduction,labor shortages,negotiated contract,high,large,"open tender for a utilities large-scale project: railway in sweden, sweden. requires sustainable materials."
tid-21231,"bridge in new south wales, australia",industrial,australia,australia,new south wales,43.79,2028-04-04,state-owned enterprise,2029-09-28,17,carbon neutrality,regulatory changes,negotiated contract,low,small,"open tender for a industrial small-scale project: highway in new south wales, australia. requires advanced engineering."
tid-21232,"warehouse in japan, japan",residential,asia-pacific,japan,japan,54.99,2026-01-22,government,2029-11-10,35,green building,cost overruns,selective bid,medium,medium,"open tender for a residential medium-scale project: dam in japan, japan. requires advanced engineering."
tid-21233,"dam in washington, usa",energy,north america,usa,washington,478.16,2026-08-02,international agency,2027-07-31,72,renewable energy,environmental concerns,negotiated contract,high,large,"open tender for a energy large-scale project: dam in washington, usa. requires smart city tech."
tid-21234,"bridge in singapore, singapore",utilities,asia-pacific,singapore,singapore,52.23,2025-07-16,corporate,2028-02-22,83,unknown,supply chain delays,selective bid,high,medium,"open tender for a utilities medium-scale project: warehouse in singapore, singapore. requires modular construction."
tid-21235,"data center in uae, uae",utilities,middle east,uae,uae,2422.57875,2026-05-21,municipality,2027-09-06,7,water conservation,environmental concerns,selective bid,high,mega,"open tender for a utilities mega-scale project: residential complex in uae, uae. requires smart city tech."
tid-21236,"bridge in saudi arabia, saudi arabia",residential,middle east,saudi arabia,saudi arabia,5.27,2026-04-16,government,2030-01-15,23,water conservation,unknown,selective bid,medium,small,"open tender for a residential small-scale project: power plant in saudi arabia, saudi arabia. requires modular construction."
tid-21237,"railway in chile, chile",education,latin america,chile,chile,644.48,2026-08-08,utility company,2026-12-13,88,green building,geopolitical risks,open bid,high,large,"open tender for a education large-scale project: university campus in chile, chile. requires modular construction."
tid-21238,"high-rise building in south korea, south korea",healthcare,asia-pacific,south korea,south korea,1296.34,2026-08-04,state-owned enterprise,2028-05-19,55,unknown,cost overruns,design-build,high,mega,"open tender for a healthcare mega-scale project: metro system in south korea, south korea. requires local labor."
tid-21239,"shopping mall in nigeria, nigeria",residential,africa,nigeria,nigeria,79.06,2026-11-03,international agency,2030-03-10,95,renewable energy,geopolitical risks,epc,low,medium,"open tender for a residential medium-scale project: university campus in nigeria, nigeria. requires modular construction."
tid-21240,"shopping mall in queensland, australia",healthcare,asia-pacific,australia,queensland,5.66,2025-12-10,private developer,2025-08-23,79,waste reduction,unknown,epc,medium,small,"open tender for a healthcare small-scale project: solar plant in queensland, australia. requires sustainable materials."
tid-21241,"oil pipeline in western australia, australia",education,australia,australia,western australia,137.03,2026-10-27,public-private partnership,2030-04-21,61,green building,unknown,design-build,low,medium,"open tender for a education medium-scale project: railway in western australia, australia. requires local labor."
tid-21242,"highway in egypt, egypt",education,africa,egypt,egypt,2422.57875,2026-12-17,utility company,2025-09-27,59,community engagement,supply chain delays,open bid,high,mega,"open tender for a education mega-scale project: oil pipeline in egypt, egypt. requires advanced engineering."
tid-21243,"power plant in singapore, singapore",healthcare,asia-pacific,singapore,singapore,32.51,2025-07-05,ngo,2027-08-13,29,carbon neutrality,labor shortages,open bid,low,small,"open tender for a healthcare small-scale project: stadium in singapore, singapore. requires modular construction."
tid-21244,"shopping mall in egypt, egypt",transportation,africa,egypt,egypt,151.65,2027-11-30,utility company,2027-01-31,40,unknown,geopolitical risks,negotiated contract,medium,medium,"open tender for a transportation medium-scale project: warehouse in egypt, egypt. requires sustainable materials."
tid-21245,"data center in washington, usa",utilities,north america,usa,washington,12.34,2027-12-06,ngo,2029-05-28,63,green building,unknown,epc,medium,small,"open tender for a utilities small-scale project: bridge in washington, usa. requires advanced engineering."
tid-21246,"bridge in queensland, australia",commercial,australia,australia,queensland,700.2,2027-12-17,corporate,2027-04-02,15,green building,cost overruns,negotiated contract,high,large,"open tender for a commercial large-scale project: water treatment plant in queensland, australia. requires bim integration."
tid-21247,"high-rise building in poland, poland",industrial,europe,poland,poland,422.64,2027-08-20,public-private partnership,2029-02-05,85,waste reduction,regulatory changes,selective bid,high,large,"open tender for a industrial large-scale project: power plant in poland, poland. requires local labor."
tid-21248,"highway in venezuela, venezuela",healthcare,latin america,venezuela,venezuela,203.48,2026-08-11,ngo,2027-02-09,46,community engagement,labor shortages,epc,high,large,"open tender for a healthcare large-scale project: highway in venezuela, venezuela. requires bim integration."
tid-21249,"shopping mall in queensland, australia",commercial,australia,australia,queensland,1537.45,2025-12-14,government,2030-05-09,90,water conservation,environmental concerns,selective bid,high,mega,"open tender for a commercial mega-scale project: stadium in queensland, australia. requires sustainable materials."
tid-21250,"refinery in colombia, colombia",education,latin america,colombia,colombia,343.83,2025-06-29,international agency,2026-09-23,46,community engagement,environmental concerns,design-build,high,large,"open tender for a education large-scale project: highway in colombia, colombia. requires bim integration."
tid-21251,"water treatment plant in peru, peru",infrastructure,latin america,peru,peru,13.55,2027-12-15,international agency,2028-01-14,54,carbon neutrality,environmental concerns,epc,high,small,"open tender for a infrastructure small-scale project: shopping mall in peru, peru. requires local labor."
tid-21252,"port in beijing, china",infrastructure,asia-pacific,china,beijing,43.62,2025-07-11,municipality,2028-03-10,9,unknown,supply chain delays,open bid,high,small,"open tender for a infrastructure small-scale project: railway in beijing, china. requires sustainable materials."
tid-21253,"highway in peru, peru",commercial,latin america,peru,peru,12.94,2025-08-26,international agency,2029-06-07,57,renewable energy,cost overruns,negotiated contract,medium,small,"open tender for a commercial small-scale project: high-rise building in peru, peru. requires sustainable materials."
tid-21254,"power plant in kuwait, kuwait",infrastructure,middle east,kuwait,kuwait,94.9,2027-10-25,state-owned enterprise,2026-12-17,60,unknown,regulatory changes,epc,low,medium,"open tender for a infrastructure medium-scale project: university campus in kuwait, kuwait. requires sustainable materials."
tid-21255,"stadium in queensland, australia",education,australia,australia,queensland,6.32,2026-06-25,utility company,2030-04-16,47,green building,unknown,selective bid,low,small,"open tender for a education small-scale project: warehouse in queensland, australia. requires sustainable materials."
tid-21256,"university campus in saudi arabia, saudi arabia",residential,middle east,saudi arabia,saudi arabia,88.61,2025-10-23,government,2027-03-21,7,water conservation,geopolitical risks,open bid,medium,medium,"open tender for a residential medium-scale project: warehouse in saudi arabia, saudi arabia. requires bim integration."
tid-21257,"stadium in sweden, sweden",residential,europe,sweden,sweden,11.05,2028-01-11,utility company,2025-06-21,73,unknown,unknown,negotiated contract,medium,small,"open tender for a residential small-scale project: residential complex in sweden, sweden. requires advanced engineering."
tid-21258,"power plant in indonesia, indonesia",energy,asia-pacific,indonesia,indonesia,446.52,2027-03-22,corporate,2025-12-02,46,water conservation,environmental concerns,selective bid,medium,large,"open tender for a energy large-scale project: hospital in indonesia, indonesia. requires sustainable materials."
tid-21259,"bridge in western cape, south africa",utilities,africa,south africa,western cape,2422.57875,2027-06-14,corporate,2026-12-05,70,carbon neutrality,cost overruns,open bid,low,mega,"open tender for a utilities mega-scale project: solar plant in western cape, south africa. requires bim integration."
tid-21260,"bridge in south korea, south korea",utilities,asia-pacific,south korea,south korea,600.3,2026-10-12,corporate,2028-05-18,71,renewable energy,unknown,selective bid,high,large,"open tender for a utilities large-scale project: dam in south korea, south korea. requires modular construction."
tid-21261,"dam in egypt, egypt",transportation,africa,egypt,egypt,347.37,2028-05-12,municipality,2027-05-28,37,green building,labor shortages,open bid,high,large,"open tender for a transportation large-scale project: solar plant in egypt, egypt. requires bim integration."
tid-21262,"airport in rio de janeiro, brazil",healthcare,latin america,brazil,rio de janeiro,43.09,2025-08-04,state-owned enterprise,2027-10-19,21,community engagement,labor shortages,negotiated contract,medium,small,"open tender for a healthcare small-scale project: water treatment plant in rio de janeiro, brazil. requires local labor."
tid-21263,"smart city in new york, usa",education,north america,usa,new york,632.17,2026-09-11,state-owned enterprise,2028-10-07,42,unknown,labor shortages,open bid,low,large,"open tender for a education large-scale project: warehouse in new york, usa. requires modular construction."
tid-21264,"power plant in kuwait, kuwait",commercial,middle east,kuwait,kuwait,21.5,2025-07-02,international agency,2028-11-15,43,renewable energy,unknown,selective bid,low,small,"open tender for a commercial small-scale project: metro system in kuwait, kuwait. requires local labor."
tid-21265,"railway in kuwait, kuwait",energy,middle east,kuwait,kuwait,30.89,2028-02-17,corporate,2026-08-28,26,green building,environmental concerns,selective bid,low,small,"open tender for a energy small-scale project: hospital in kuwait, kuwait. requires smart city tech."
tid-21266,"power plant in new south wales, australia",industrial,australia,australia,new south wales,684.99,2027-11-06,private developer,2027-04-09,80,community engagement,environmental concerns,design-build,high,large,"open tender for a industrial large-scale project: residential complex in new south wales, australia. requires modular construction."
tid-21267,"dam in south korea, south korea",education,asia-pacific,south korea,south korea,155.14,2027-07-26,private developer,2025-12-26,15,water conservation,environmental concerns,selective bid,low,medium,"open tender for a education medium-scale project: stadium in south korea, south korea. requires sustainable materials."
tid-21268,"power plant in queensland, australia",healthcare,asia-pacific,australia,queensland,35.22,2027-05-09,international agency,2028-10-10,58,waste reduction,regulatory changes,design-build,high,small,"open tender for a healthcare small-scale project: bridge in queensland, australia. requires advanced engineering."
tid-21269,"water treatment plant in mexico, mexico",infrastructure,north america,mexico,mexico,24.89,2028-03-31,utility company,2028-09-14,58,green building,labor shortages,negotiated contract,high,small,"open tender for a infrastructure small-scale project: airport in mexico, mexico. requires bim integration."
tid-21270,"high-rise building in kenya, kenya",transportation,africa,kenya,kenya,26.81,2028-01-28,state-owned enterprise,2028-02-25,70,green building,geopolitical risks,negotiated contract,medium,small,"open tender for a transportation small-scale project: dam in kenya, kenya. requires advanced engineering."
tid-21271,"power plant in nigeria, nigeria",utilities,africa,nigeria,nigeria,30.61,2027-09-17,municipality,2026-06-05,59,water conservation,cost overruns,negotiated contract,high,small,"open tender for a utilities small-scale project: airport in nigeria, nigeria. requires modular construction."
tid-21272,"high-rise building in mexico, mexico",transportation,north america,mexico,mexico,170.47,2026-03-17,corporate,2026-01-24,20,waste reduction,labor shortages,selective bid,medium,medium,"open tender for a transportation medium-scale project: airport in mexico, mexico. requires smart city tech."
tid-21273,"school in british columbia, canada",education,north america,canada,british columbia,2422.57875,2025-09-24,international agency,2030-01-21,70,unknown,environmental concerns,negotiated contract,high,mega,"open tender for a education mega-scale project: data center in british columbia, canada. requires bim integration."
tid-21274,"power plant in spain, spain",commercial,europe,spain,spain,2422.57875,2027-10-23,ngo,2028-01-12,81,water conservation,environmental concerns,epc,high,mega,"open tender for a commercial mega-scale project: hospital in spain, spain. requires smart city tech."
tid-21275,"university campus in nigeria, nigeria",transportation,africa,nigeria,nigeria,718.68,2028-03-24,private developer,2029-03-02,18,waste reduction,environmental concerns,selective bid,low,large,"open tender for a transportation large-scale project: university campus in nigeria, nigeria. requires advanced engineering."
tid-21276,"hospital in oman, oman",utilities,middle east,oman,oman,29.41,2025-09-03,international agency,2028-05-05,52,unknown,cost overruns,selective bid,low,small,"open tender for a utilities small-scale project: metro system in oman, oman. requires bim integration."
tid-21277,"airport in kenya, kenya",infrastructure,africa,kenya,kenya,1833.29,2027-02-01,international agency,2028-11-27,55,carbon neutrality,supply chain delays,open bid,medium,mega,"open tender for a infrastructure mega-scale project: solar plant in kenya, kenya. requires smart city tech."
tid-21278,"highway in kuwait, kuwait",transportation,middle east,kuwait,kuwait,26.23,2027-07-26,private developer,2027-11-26,81,community engagement,labor shortages,epc,medium,small,"open tender for a transportation small-scale project: oil pipeline in kuwait, kuwait. requires smart city tech."
tid-21279,"port in morocco, morocco",energy,africa,morocco,morocco,1965.01,2025-11-05,government,2028-06-15,54,carbon neutrality,supply chain delays,design-build,medium,mega,"open tender for a energy mega-scale project: shopping mall in morocco, morocco. requires modular construction."
tid-21280,"power plant in kuwait, kuwait",infrastructure,middle east,kuwait,kuwait,30.06,2025-12-12,corporate,2029-01-23,33,water conservation,geopolitical risks,open bid,low,small,"open tender for a infrastructure small-scale project: refinery in kuwait, kuwait. requires local labor."
tid-21281,"school in scotland, uk",education,europe,uk,scotland,37.81,2027-04-21,municipality,2027-08-30,20,community engagement,unknown,open bid,low,small,"open tender for a education small-scale project: dam in scotland, uk. requires advanced engineering."
tid-21282,"solar plant in kwazulu-natal, south africa",infrastructure,africa,south africa,kwazulu-natal,60.74,2027-01-23,state-owned enterprise,2029-06-13,35,community engagement,environmental concerns,open bid,high,medium,"open tender for a infrastructure medium-scale project: high-rise building in kwazulu-natal, south africa. requires modular construction."
tid-21283,"high-rise building in argentina, argentina",utilities,latin america,argentina,argentina,642.02,2027-05-22,municipality,2026-12-15,31,unknown,environmental concerns,selective bid,high,large,"open tender for a utilities large-scale project: bridge in argentina, argentina. requires local labor."
tid-21284,"oil pipeline in mexico, mexico",education,north america,mexico,mexico,104.96,2027-06-27,private developer,2026-06-15,61,renewable energy,supply chain delays,selective bid,low,medium,"open tender for a education medium-scale project: power plant in mexico, mexico. requires smart city tech."
tid-21285,"smart city in mexico, mexico",education,north america,mexico,mexico,135.5,2026-02-11,utility company,2027-05-08,10,carbon neutrality,cost overruns,design-build,high,medium,"open tender for a education medium-scale project: oil pipeline in mexico, mexico. requires sustainable materials."
tid-21286,"residential complex in nigeria, nigeria",energy,africa,nigeria,nigeria,884.07,2027-04-03,corporate,2027-06-03,33,green building,cost overruns,epc,medium,large,"open tender for a energy large-scale project: dam in nigeria, nigeria. requires local labor."
tid-21287,"wind farm in italy, italy",utilities,europe,italy,italy,1570.97,2028-04-06,public-private partnership,2026-10-07,73,renewable energy,regulatory changes,design-build,high,mega,"open tender for a utilities mega-scale project: data center in italy, italy. requires advanced engineering."
tid-21288,"data center in victoria, australia",infrastructure,australia,australia,victoria,48.57,2028-05-03,government,2026-06-18,28,unknown,unknown,open bid,high,small,"open tender for a infrastructure small-scale project: shopping mall in victoria, australia. requires local labor."
tid-21289,"hospital in kenya, kenya",infrastructure,africa,kenya,kenya,26.91,2028-05-21,private developer,2030-03-23,49,green building,labor shortages,selective bid,high,small,"open tender for a infrastructure small-scale project: oil pipeline in kenya, kenya. requires modular construction."
tid-21290,"metro system in spain, spain",transportation,europe,spain,spain,70.82,2025-11-09,ngo,2030-05-01,87,renewable energy,supply chain delays,negotiated contract,low,medium,"open tender for a transportation medium-scale project: stadium in spain, spain. requires modular construction."
tid-21291,"bridge in alberta, canada",transportation,north america,canada,alberta,2422.57875,2025-11-22,municipality,2028-12-05,9,waste reduction,labor shortages,selective bid,high,mega,"open tender for a transportation mega-scale project: smart city in alberta, canada. requires local labor."
tid-21292,"metro system in mexico, mexico",industrial,north america,mexico,mexico,6.74,2027-06-09,government,2029-08-31,85,community engagement,cost overruns,selective bid,high,small,"open tender for a industrial small-scale project: water treatment plant in mexico, mexico. requires smart city tech."
tid-21293,"stadium in algeria, algeria",education,africa,algeria,algeria,89.13,2026-07-29,utility company,2028-10-09,32,water conservation,cost overruns,design-build,medium,medium,"open tender for a education medium-scale project: residential complex in algeria, algeria. requires local labor."
tid-21294,"refinery in western australia, australia",commercial,australia,australia,western australia,639.98,2028-03-18,utility company,2028-10-31,70,water conservation,regulatory changes,selective bid,high,large,"open tender for a commercial large-scale project: metro system in western australia, australia. requires sustainable materials."
tid-21295,"warehouse in alberta, canada",industrial,north america,canada,alberta,288.76,2027-12-27,ngo,2027-10-29,86,green building,regulatory changes,open bid,low,large,"open tender for a industrial large-scale project: shopping mall in alberta, canada. requires sustainable materials."
tid-21296,"school in colombia, colombia",education,latin america,colombia,colombia,74.09,2026-08-25,municipality,2026-12-31,65,carbon neutrality,geopolitical risks,negotiated contract,low,medium,"open tender for a education medium-scale project: metro system in colombia, colombia. requires bim integration."
tid-21297,"shopping mall in new south wales, australia",industrial,australia,australia,new south wales,362.28,2027-04-17,state-owned enterprise,2029-11-01,75,carbon neutrality,supply chain delays,design-build,medium,large,"open tender for a industrial large-scale project: refinery in new south wales, australia. requires sustainable materials."
tid-21298,"oil pipeline in queensland, australia",education,australia,australia,queensland,916.69,2026-07-20,ngo,2026-06-22,26,carbon neutrality,supply chain delays,selective bid,medium,large,"open tender for a education large-scale project: residential complex in queensland, australia. requires sustainable materials."
tid-21299,"railway in south korea, south korea",infrastructure,asia-pacific,south korea,south korea,2422.57875,2028-01-03,ngo,2028-12-12,94,water conservation,labor shortages,epc,high,mega,"open tender for a infrastructure mega-scale project: railway in south korea, south korea. requires bim integration."
tid-21300,"water treatment plant in peru, peru",infrastructure,latin america,peru,peru,2422.57875,2026-05-19,utility company,2026-12-22,78,renewable energy,supply chain delays,negotiated contract,low,mega,"open tender for a infrastructure mega-scale project: oil pipeline in peru, peru. requires local labor."
tid-21301,"hospital in western australia, australia",industrial,australia,australia,western australia,858.8,2027-06-20,public-private partnership,2025-07-24,68,community engagement,environmental concerns,epc,high,large,"open tender for a industrial large-scale project: warehouse in western australia, australia. requires smart city tech."
tid-21302,"bridge in singapore, singapore",education,asia-pacific,singapore,singapore,367.56,2026-07-16,public-private partnership,2028-03-06,63,carbon neutrality,cost overruns,design-build,medium,large,"open tender for a education large-scale project: railway in singapore, singapore. requires local labor."
tid-21303,"residential complex in japan, japan",education,asia-pacific,japan,japan,26.33,2027-10-06,state-owned enterprise,2028-09-04,17,community engagement,environmental concerns,epc,medium,small,"open tender for a education small-scale project: high-rise building in japan, japan. requires smart city tech."
tid-21304,"university campus in oman, oman",infrastructure,middle east,oman,oman,15.85,2025-10-10,state-owned enterprise,2026-04-28,69,green building,cost overruns,design-build,medium,small,"open tender for a infrastructure small-scale project: bridge in oman, oman. requires sustainable materials."
