win_id,company,project_name,sector,region,country,subregion,value_usd_m,award_date,client,project_duration_months,esg_compliance,contract_type,completion_status,project_scale,description
win-21173,ferrovial,"port in new south wales, australia",transportation,australia,australia,new south wales,72.88,2022-01-02,international agency,59,unknown,unit price,cancelled,small,"ferrovial secured a transportation small-scale contract to build a warehouse in new south wales, australia. project emphasizes safety."
win-21174,aecom,"university campus in northern ireland, uk",education,europe,uk,northern ireland,31.83,2022-11-20,private developer,19,community engagement,fixed-price,cancelled,small,"aecom secured a education small-scale contract to build a bridge in northern ireland, uk. project emphasizes safety."
win-21175,cpb contractors,"highway in western australia, australia",healthcare,australia,australia,western australia,332.89,2021-07-16,public-private partnership,8,green building,lump sum,on track,medium,"cpb contractors secured a healthcare medium-scale contract to build a metro system in western australia, australia. project emphasizes innovation."
win-21176,bechtel,"solar plant in poland, poland",healthcare,europe,poland,poland,53.83,2021-05-29,corporate,50,green building,lump sum,on track,small,"bechtel secured a healthcare small-scale contract to build a residential complex in poland, poland. project emphasizes digitalization."
win-21177,laing o’rourke,"water treatment plant in qatar, qatar",residential,middle east,qatar,qatar,50.21,2021-08-21,ngo,47,carbon neutrality,lump sum,delayed,small,"laing o’rourke secured a residential small-scale contract to build a bridge in qatar, qatar. project emphasizes community impact."
win-21178,balfour beatty,"port in nigeria, nigeria",infrastructure,africa,nigeria,nigeria,125.82,2021-02-04,state-owned enterprise,44,carbon neutrality,cost-plus,delayed,medium,"balfour beatty secured a infrastructure medium-scale contract to build a railway in nigeria, nigeria. project emphasizes sustainability."
win-21179,john holland,"port in gauteng, south africa",residential,africa,south africa,gauteng,6024.6849999999995,2023-03-01,government,22,unknown,time and materials,delayed,mega,"john holland secured a residential mega-scale contract to build a highway in gauteng, south africa. project emphasizes community impact."
win-21180,bam group,"railway in minas gerais, brazil",industrial,latin america,brazil,minas gerais,445.48,2025-02-21,private developer,71,green building,time and materials,completed,medium,"bam group secured a industrial medium-scale contract to build a solar plant in minas gerais, brazil. project emphasizes community impact."
win-21181,kiewit,"residential complex in victoria, australia",commercial,australia,australia,victoria,32.98,2023-08-04,ngo,49,waste reduction,time and materials,cancelled,small,"kiewit secured a commercial small-scale contract to build a smart city in victoria, australia. project emphasizes sustainability."
win-21182,bouygues,"metro system in kuwait, kuwait",energy,middle east,kuwait,kuwait,17.15,2024-07-13,municipality,78,water conservation,time and materials,on hold,small,"bouygues secured a energy small-scale contract to build a hospital in kuwait, kuwait. project emphasizes innovation."
win-21183,fluor,"solar plant in kenya, kenya",industrial,africa,kenya,kenya,333.25,2023-07-13,ngo,45,renewable energy,lump sum,delayed,medium,"fluor secured a industrial medium-scale contract to build a oil pipeline in kenya, kenya. project emphasizes sustainability."
win-21184,leighton asia,"highway in florida, usa",residential,north america,usa,florida,25.33,2022-08-03,utility company,31,water conservation,fixed-price,completed,small,"leighton asia secured a residential small-scale contract to build a data center in florida, usa. project emphasizes sustainability."
win-21185,leighton asia,"data center in california, usa",energy,north america,usa,california,283.94,2022-09-08,municipality,74,community engagement,time and materials,on hold,medium,"leighton asia secured a energy medium-scale contract to build a solar plant in california, usa. project emphasizes innovation."
win-21186,larsen & toubro,"high-rise building in poland, poland",healthcare,europe,poland,poland,1066.26,2025-05-27,utility company,82,renewable energy,lump sum,delayed,large,"larsen & toubro secured a healthcare large-scale contract to build a school in poland, poland. project emphasizes safety."
win-21187,bouygues,"school in victoria, australia",transportation,australia,australia,victoria,274.57,2021-05-16,state-owned enterprise,36,renewable energy,fixed-price,cancelled,medium,"bouygues secured a transportation medium-scale contract to build a power plant in victoria, australia. project emphasizes safety."
win-21188,lendlease,"warehouse in queensland, australia",industrial,australia,australia,queensland,272.68,2024-03-04,state-owned enterprise,67,carbon neutrality,fixed-price,cancelled,medium,"lendlease secured a industrial medium-scale contract to build a warehouse in queensland, australia. project emphasizes sustainability."
win-21189,acciona,"water treatment plant in chile, chile",commercial,latin america,chile,chile,402.69,2023-12-10,state-owned enterprise,82,waste reduction,fixed-price,delayed,medium,"acciona secured a commercial medium-scale contract to build a shopping mall in chile, chile. project emphasizes safety."
win-21190,hyundai e&c,"solar plant in venezuela, venezuela",residential,latin america,venezuela,venezuela,58.51,2022-04-14,municipality,54,unknown,cost-plus,cancelled,small,"hyundai e&c secured a residential small-scale contract to build a bridge in venezuela, venezuela. project emphasizes sustainability."
win-21191,multiplex,"refinery in nigeria, nigeria",healthcare,africa,nigeria,nigeria,43.82,2021-06-30,government,21,renewable energy,lump sum,on hold,small,"multiplex secured a healthcare small-scale contract to build a port in nigeria, nigeria. project emphasizes safety."
win-21192,john holland,"shopping mall in ontario, canada",healthcare,north america,canada,ontario,6024.6849999999995,2022-09-07,public-private partnership,76,community engagement,time and materials,delayed,mega,"john holland secured a healthcare mega-scale contract to build a dam in ontario, canada. project emphasizes digitalization."
win-21193,skanska,"warehouse in kenya, kenya",infrastructure,africa,kenya,kenya,84.87,2021-02-20,corporate,78,unknown,unit price,cancelled,small,"skanska secured a infrastructure small-scale contract to build a wind farm in kenya, kenya. project emphasizes sustainability."
win-21194,turner construction,"solar plant in western australia, australia",education,australia,australia,western australia,327.41,2022-06-07,government,31,waste reduction,lump sum,on track,medium,"turner construction secured a education medium-scale contract to build a smart city in western australia, australia. project emphasizes digitalization."
win-21195,kiewit,"water treatment plant in argentina, argentina",utilities,latin america,argentina,argentina,99.93,2022-05-27,government,33,unknown,lump sum,on track,small,"kiewit secured a utilities small-scale contract to build a data center in argentina, argentina. project emphasizes safety."
win-21196,ferrovial,"highway in malaysia, malaysia",healthcare,asia-pacific,malaysia,malaysia,1988.11,2021-02-20,public-private partnership,48,community engagement,lump sum,on hold,large,"ferrovial secured a healthcare large-scale contract to build a port in malaysia, malaysia. project emphasizes digitalization."
win-21197,gilbane,"high-rise building in ontario, canada",education,north america,canada,ontario,6024.6849999999995,2023-10-23,ngo,70,unknown,cost-plus,delayed,mega,"gilbane secured a education mega-scale contract to build a wind farm in ontario, canada. project emphasizes sustainability."
win-21198,hochtief,"stadium in chile, chile",energy,latin america,chile,chile,6024.6849999999995,2024-12-05,international agency,11,community engagement,cost-plus,on track,mega,"hochtief secured a energy mega-scale contract to build a residential complex in chile, chile. project emphasizes innovation."
win-21199,hochtief,"residential complex in qatar, qatar",industrial,middle east,qatar,qatar,1025.47,2023-09-03,government,24,waste reduction,unit price,on hold,large,"hochtief secured a industrial large-scale contract to build a university campus in qatar, qatar. project emphasizes innovation."
win-21200,snc-lavalin,"railway in new york, usa",utilities,north america,usa,new york,56.08,2023-06-17,public-private partnership,41,waste reduction,lump sum,cancelled,small,"snc-lavalin secured a utilities small-scale contract to build a school in new york, usa. project emphasizes sustainability."
win-21201,shimizu corporation,"stadium in kenya, kenya",industrial,africa,kenya,kenya,693.41,2020-07-01,government,82,green building,lump sum,on hold,large,"shimizu corporation secured a industrial large-scale contract to build a residential complex in kenya, kenya. project emphasizes safety."
win-21202,john holland,"port in poland, poland",energy,europe,poland,poland,404.54,2023-01-19,state-owned enterprise,35,water conservation,time and materials,delayed,medium,"john holland secured a energy medium-scale contract to build a solar plant in poland, poland. project emphasizes innovation."
win-21203,cpb contractors,"port in singapore, singapore",energy,asia-pacific,singapore,singapore,3217.31,2022-09-18,ngo,50,carbon neutrality,lump sum,cancelled,mega,"cpb contractors secured a energy mega-scale contract to build a hospital in singapore, singapore. project emphasizes community impact."
win-21204,salini impregilo,"metro system in western australia, australia",utilities,australia,australia,western australia,64.58,2022-07-13,utility company,43,renewable energy,lump sum,cancelled,small,"salini impregilo secured a utilities small-scale contract to build a metro system in western australia, australia. project emphasizes digitalization."
win-21205,aecom,"refinery in uae, uae",industrial,middle east,uae,uae,62.09,2025-05-29,international agency,11,carbon neutrality,unit price,on track,small,"aecom secured a industrial small-scale contract to build a university campus in uae, uae. project emphasizes innovation."
win-21206,hochtief,"railway in quebec, canada",infrastructure,north america,canada,quebec,463.66,2022-11-23,ngo,82,community engagement,time and materials,on track,medium,"hochtief secured a infrastructure medium-scale contract to build a water treatment plant in quebec, canada. project emphasizes digitalization."
win-21207,dragados,"airport in illinois, usa",commercial,north america,usa,illinois,6024.6849999999995,2024-01-18,state-owned enterprise,39,renewable energy,lump sum,delayed,mega,"dragados secured a commercial mega-scale contract to build a hospital in illinois, usa. project emphasizes digitalization."
win-21208,hochtief,"residential complex in japan, japan",residential,asia-pacific,japan,japan,291.84,2023-03-24,utility company,72,waste reduction,lump sum,completed,medium,"hochtief secured a residential medium-scale contract to build a school in japan, japan. project emphasizes digitalization."
win-21209,whiting-turner,"metro system in singapore, singapore",education,asia-pacific,singapore,singapore,521.6,2024-07-24,government,22,water conservation,cost-plus,on hold,large,"whiting-turner secured a education large-scale contract to build a stadium in singapore, singapore. project emphasizes community impact."
win-21210,aecom,"high-rise building in chile, chile",infrastructure,latin america,chile,chile,1529.07,2023-02-23,ngo,58,renewable energy,fixed-price,on hold,large,"aecom secured a infrastructure large-scale contract to build a shopping mall in chile, chile. project emphasizes digitalization."
win-21211,fluor,"school in nigeria, nigeria",residential,africa,nigeria,nigeria,1314.04,2023-09-30,ngo,50,unknown,time and materials,completed,large,"fluor secured a residential large-scale contract to build a dam in nigeria, nigeria. project emphasizes safety."
win-21212,hyundai e&c,"port in malaysia, malaysia",transportation,asia-pacific,malaysia,malaysia,89.99,2022-06-10,state-owned enterprise,24,waste reduction,cost-plus,cancelled,small,"hyundai e&c secured a transportation small-scale contract to build a warehouse in malaysia, malaysia. project emphasizes safety."
win-21213,mace group,"dam in washington, usa",utilities,north america,usa,washington,61.61,2022-07-27,ngo,36,renewable energy,fixed-price,delayed,small,"mace group secured a utilities small-scale contract to build a dam in washington, usa. project emphasizes innovation."
win-21214,clark construction,"power plant in malaysia, malaysia",industrial,asia-pacific,malaysia,malaysia,449.93,2023-08-21,municipality,75,waste reduction,cost-plus,on hold,medium,"clark construction secured a industrial medium-scale contract to build a wind farm in malaysia, malaysia. project emphasizes community impact."
win-21215,dragados,"wind farm in queensland, australia",education,australia,australia,queensland,436.82,2023-07-02,public-private partnership,62,carbon neutrality,fixed-price,cancelled,medium,"dragados secured a education medium-scale contract to build a warehouse in queensland, australia. project emphasizes innovation."
win-21216,dragados,"residential complex in egypt, egypt",education,africa,egypt,egypt,431.88,2024-01-16,corporate,58,renewable energy,cost-plus,on track,medium,"dragados secured a education medium-scale contract to build a stadium in egypt, egypt. project emphasizes innovation."
win-21217,obayashi corporation,"solar plant in egypt, egypt",healthcare,africa,egypt,egypt,3200.12,2021-09-04,corporate,25,water conservation,unit price,completed,mega,"obayashi corporation secured a healthcare mega-scale contract to build a data center in egypt, egypt. project emphasizes innovation."
win-21218,bouygues,"oil pipeline in saudi arabia, saudi arabia",transportation,middle east,saudi arabia,saudi arabia,6024.6849999999995,2021-06-16,private developer,54,community engagement,time and materials,on track,mega,"bouygues secured a transportation mega-scale contract to build a dam in saudi arabia, saudi arabia. project emphasizes innovation."
win-21219,ferrovial,"smart city in spain, spain",healthcare,europe,spain,spain,41.3,2025-05-19,ngo,83,renewable energy,fixed-price,delayed,small,"ferrovial secured a healthcare small-scale contract to build a airport in spain, spain. project emphasizes safety."
win-21220,turner construction,"power plant in argentina, argentina",infrastructure,latin america,argentina,argentina,1492.8,2020-10-26,ngo,63,water conservation,time and materials,on track,large,"turner construction secured a infrastructure large-scale contract to build a metro system in argentina, argentina. project emphasizes digitalization."
win-21221,bam group,"high-rise building in south korea, south korea",commercial,asia-pacific,south korea,south korea,1210.65,2021-01-06,corporate,16,waste reduction,lump sum,cancelled,large,"bam group secured a commercial large-scale contract to build a school in south korea, south korea. project emphasizes digitalization."
win-21222,lendlease,"oil pipeline in chile, chile",healthcare,latin america,chile,chile,3939.07,2022-08-20,government,43,green building,lump sum,delayed,mega,"lendlease secured a healthcare mega-scale contract to build a university campus in chile, chile. project emphasizes innovation."
win-21223,hochtief,"smart city in saudi arabia, saudi arabia",education,middle east,saudi arabia,saudi arabia,14.24,2022-05-27,international agency,41,water conservation,fixed-price,on hold,small,"hochtief secured a education small-scale contract to build a refinery in saudi arabia, saudi arabia. project emphasizes community impact."
win-21224,turner construction,"solar plant in saudi arabia, saudi arabia",industrial,middle east,saudi arabia,saudi arabia,492.58,2022-07-30,utility company,61,unknown,unit price,delayed,medium,"turner construction secured a industrial medium-scale contract to build a solar plant in saudi arabia, saudi arabia. project emphasizes innovation."
win-21225,john holland,"port in egypt, egypt",healthcare,africa,egypt,egypt,3880.33,2023-01-05,private developer,73,renewable energy,cost-plus,on hold,mega,"john holland secured a healthcare mega-scale contract to build a shopping mall in egypt, egypt. project emphasizes digitalization."
win-21226,salini impregilo,"shopping mall in new south wales, australia",infrastructure,australia,australia,new south wales,1696.36,2023-11-27,state-owned enterprise,28,community engagement,fixed-price,completed,large,"salini impregilo secured a infrastructure large-scale contract to build a airport in new south wales, australia. project emphasizes innovation."
win-21227,cpb contractors,"residential complex in alberta, canada",industrial,north america,canada,alberta,56.75,2022-03-12,state-owned enterprise,56,carbon neutrality,lump sum,cancelled,small,"cpb contractors secured a industrial small-scale contract to build a power plant in alberta, canada. project emphasizes innovation."
win-21228,hyundai e&c,"bridge in chile, chile",education,latin america,chile,chile,2139.46,2023-09-16,public-private partnership,39,carbon neutrality,cost-plus,delayed,mega,"hyundai e&c secured a education mega-scale contract to build a power plant in chile, chile. project emphasizes digitalization."
win-21229,fluor,"highway in northern ireland, uk",healthcare,europe,uk,northern ireland,774.9,2021-04-25,state-owned enterprise,50,water conservation,fixed-price,on track,large,"fluor secured a healthcare large-scale contract to build a oil pipeline in northern ireland, uk. project emphasizes community impact."
win-21230,turner construction,"university campus in victoria, australia",healthcare,australia,australia,victoria,99.44,2021-06-28,public-private partnership,60,green building,unit price,on hold,small,"turner construction secured a healthcare small-scale contract to build a warehouse in victoria, australia. project emphasizes innovation."
win-21231,laing o’rourke,"port in venezuela, venezuela",energy,latin america,venezuela,venezuela,257.53,2021-10-29,public-private partnership,30,water conservation,fixed-price,on hold,medium,"laing o’rourke secured a energy medium-scale contract to build a solar plant in venezuela, venezuela. project emphasizes sustainability."
win-21232,bechtel,"warehouse in são paulo, brazil",healthcare,latin america,brazil,são paulo,4597.13,2022-07-03,government,67,renewable energy,cost-plus,cancelled,mega,"bechtel secured a healthcare mega-scale contract to build a residential complex in são paulo, brazil. project emphasizes digitalization."
win-21233,gilbane,"metro system in mexico, mexico",healthcare,north america,mexico,mexico,102.39,2021-08-27,state-owned enterprise,15,unknown,lump sum,completed,medium,"gilbane secured a healthcare medium-scale contract to build a power plant in mexico, mexico. project emphasizes safety."
win-21234,snc-lavalin,"solar plant in victoria, australia",infrastructure,australia,australia,victoria,1037.89,2023-09-17,corporate,29,water conservation,cost-plus,completed,large,"snc-lavalin secured a infrastructure large-scale contract to build a school in victoria, australia. project emphasizes safety."
win-21235,multiplex,"metro system in colombia, colombia",healthcare,latin america,colombia,colombia,18.38,2021-05-16,utility company,26,waste reduction,lump sum,delayed,small,"multiplex secured a healthcare small-scale contract to build a data center in colombia, colombia. project emphasizes digitalization."
win-21236,mccarthy,"port in new york, usa",residential,north america,usa,new york,6024.6849999999995,2024-07-16,ngo,83,water conservation,unit price,on hold,mega,"mccarthy secured a residential mega-scale contract to build a residential complex in new york, usa. project emphasizes digitalization."
win-21237,bam group,"hospital in kuwait, kuwait",energy,middle east,kuwait,kuwait,39.12,2024-05-03,corporate,28,waste reduction,unit price,on hold,small,"bam group secured a energy small-scale contract to build a airport in kuwait, kuwait. project emphasizes sustainability."
win-21238,shimizu corporation,"smart city in algeria, algeria",healthcare,africa,algeria,algeria,1627.56,2020-06-18,corporate,62,carbon neutrality,lump sum,on track,large,"shimizu corporation secured a healthcare large-scale contract to build a dam in algeria, algeria. project emphasizes community impact."
win-21239,strabag,"power plant in rio de janeiro, brazil",utilities,latin america,brazil,rio de janeiro,499.95,2023-12-15,international agency,39,carbon neutrality,fixed-price,on hold,medium,"strabag secured a utilities medium-scale contract to build a smart city in rio de janeiro, brazil. project emphasizes innovation."
win-21240,multiplex,"power plant in poland, poland",healthcare,europe,poland,poland,237.16,2021-09-11,municipality,21,community engagement,fixed-price,completed,medium,"multiplex secured a healthcare medium-scale contract to build a shopping mall in poland, poland. project emphasizes digitalization."
win-21241,laing o’rourke,"refinery in south korea, south korea",infrastructure,asia-pacific,south korea,south korea,34.22,2023-02-05,government,7,community engagement,cost-plus,on hold,small,"laing o’rourke secured a infrastructure small-scale contract to build a university campus in south korea, south korea. project emphasizes innovation."
win-21242,laing o’rourke,"metro system in spain, spain",utilities,europe,spain,spain,3647.25,2024-03-06,international agency,21,unknown,lump sum,on hold,mega,"laing o’rourke secured a utilities mega-scale contract to build a school in spain, spain. project emphasizes innovation."
win-21243,vinci,"metro system in netherlands, netherlands",industrial,europe,netherlands,netherlands,1039.29,2025-05-30,government,72,renewable energy,cost-plus,on hold,large,"vinci secured a industrial large-scale contract to build a wind farm in netherlands, netherlands. project emphasizes community impact."
win-21244,kajima corporation,"oil pipeline in maharashtra, india",residential,asia-pacific,india,maharashtra,323.26,2023-05-14,government,20,community engagement,time and materials,delayed,medium,"kajima corporation secured a residential medium-scale contract to build a school in maharashtra, india. project emphasizes sustainability."
win-21245,obayashi corporation,"oil pipeline in nigeria, nigeria",education,africa,nigeria,nigeria,671.17,2023-11-26,corporate,20,renewable energy,fixed-price,cancelled,large,"obayashi corporation secured a education large-scale contract to build a warehouse in nigeria, nigeria. project emphasizes community impact."
win-21246,bechtel,"bridge in poland, poland",residential,europe,poland,poland,4923.2,2021-12-09,corporate,34,green building,time and materials,delayed,mega,"bechtel secured a residential mega-scale contract to build a solar plant in poland, poland. project emphasizes innovation."
win-21247,laing o’rourke,"school in peru, peru",commercial,latin america,peru,peru,15.49,2024-08-09,utility company,74,carbon neutrality,unit price,delayed,small,"laing o’rourke secured a commercial small-scale contract to build a metro system in peru, peru. project emphasizes safety."
win-21248,hochtief,"high-rise building in queensland, australia",education,australia,australia,queensland,883.35,2023-04-03,government,45,community engagement,lump sum,completed,large,"hochtief secured a education large-scale contract to build a railway in queensland, australia. project emphasizes safety."
win-21249,salini impregilo,"oil pipeline in south korea, south korea",residential,asia-pacific,south korea,south korea,361.44,2020-12-21,utility company,17,carbon neutrality,time and materials,delayed,medium,"salini impregilo secured a residential medium-scale contract to build a railway in south korea, south korea. project emphasizes community impact."
win-21250,saipem,"shopping mall in france, france",infrastructure,europe,france,france,441.92,2025-04-11,corporate,77,water conservation,unit price,cancelled,medium,"saipem secured a infrastructure medium-scale contract to build a wind farm in france, france. project emphasizes safety."
win-21251,saipem,"data center in malaysia, malaysia",transportation,asia-pacific,malaysia,malaysia,20.78,2021-09-26,ngo,83,green building,lump sum,on hold,small,"saipem secured a transportation small-scale contract to build a solar plant in malaysia, malaysia. project emphasizes innovation."
win-21252,bam group,"wind farm in nigeria, nigeria",residential,africa,nigeria,nigeria,1368.27,2024-02-02,corporate,24,water conservation,fixed-price,completed,large,"bam group secured a residential large-scale contract to build a dam in nigeria, nigeria. project emphasizes safety."
win-21253,saipem,"highway in germany, germany",healthcare,europe,germany,germany,1276.69,2022-08-05,state-owned enterprise,23,waste reduction,fixed-price,on track,large,"saipem secured a healthcare large-scale contract to build a data center in germany, germany. project emphasizes digitalization."
win-21254,hyundai e&c,"bridge in colombia, colombia",commercial,latin america,colombia,colombia,6024.6849999999995,2020-10-19,corporate,15,community engagement,lump sum,on track,mega,"hyundai e&c secured a commercial mega-scale contract to build a power plant in colombia, colombia. project emphasizes innovation."
win-21255,jacobs,"residential complex in malaysia, malaysia",energy,asia-pacific,malaysia,malaysia,40.22,2021-01-23,corporate,28,renewable energy,unit price,completed,small,"jacobs secured a energy small-scale contract to build a stadium in malaysia, malaysia. project emphasizes community impact."
win-21256,kiewit,"data center in new south wales, australia",education,australia,australia,new south wales,6024.6849999999995,2021-06-10,corporate,17,water conservation,cost-plus,completed,mega,"kiewit secured a education mega-scale contract to build a wind farm in new south wales, australia. project emphasizes sustainability."
win-21257,leighton asia,"shopping mall in kenya, kenya",education,africa,kenya,kenya,82.98,2023-01-04,international agency,9,renewable energy,lump sum,on track,small,"leighton asia secured a education small-scale contract to build a railway in kenya, kenya. project emphasizes sustainability."
win-21258,john holland,"school in western cape, south africa",transportation,africa,south africa,western cape,316.63,2021-01-29,corporate,81,renewable energy,unit price,completed,medium,"john holland secured a transportation medium-scale contract to build a hospital in western cape, south africa. project emphasizes community impact."
win-21259,cpb contractors,"shopping mall in singapore, singapore",industrial,asia-pacific,singapore,singapore,6024.6849999999995,2024-05-03,municipality,55,unknown,unit price,on track,mega,"cpb contractors secured a industrial mega-scale contract to build a water treatment plant in singapore, singapore. project emphasizes digitalization."
win-21260,mccarthy,"water treatment plant in singapore, singapore",healthcare,asia-pacific,singapore,singapore,63.47,2023-06-10,state-owned enterprise,8,carbon neutrality,cost-plus,on track,small,"mccarthy secured a healthcare small-scale contract to build a stadium in singapore, singapore. project emphasizes digitalization."
win-21261,hochtief,"refinery in peru, peru",healthcare,latin america,peru,peru,394.85,2022-06-05,corporate,79,carbon neutrality,time and materials,completed,medium,"hochtief secured a healthcare medium-scale contract to build a bridge in peru, peru. project emphasizes sustainability."
win-21262,balfour beatty,"port in qatar, qatar",residential,middle east,qatar,qatar,6024.6849999999995,2025-05-18,private developer,19,community engagement,lump sum,on hold,mega,"balfour beatty secured a residential mega-scale contract to build a university campus in qatar, qatar. project emphasizes innovation."
win-21263,china state construction,"highway in chile, chile",transportation,latin america,chile,chile,1813.74,2023-06-29,corporate,60,renewable energy,cost-plus,cancelled,large,"china state construction secured a transportation large-scale contract to build a data center in chile, chile. project emphasizes innovation."
win-21264,mortenson construction,"metro system in japan, japan",industrial,asia-pacific,japan,japan,1646.85,2025-03-25,municipality,26,water conservation,lump sum,on hold,large,"mortenson construction secured a industrial large-scale contract to build a highway in japan, japan. project emphasizes community impact."
win-21265,bechtel,"solar plant in france, france",industrial,europe,france,france,6024.6849999999995,2020-06-12,private developer,83,green building,lump sum,on track,mega,"bechtel secured a industrial mega-scale contract to build a airport in france, france. project emphasizes safety."
win-21266,leighton asia,"smart city in new south wales, australia",utilities,australia,australia,new south wales,1009.01,2022-10-27,international agency,14,water conservation,unit price,cancelled,large,"leighton asia secured a utilities large-scale contract to build a port in new south wales, australia. project emphasizes sustainability."
win-21267,john holland,"stadium in malaysia, malaysia",healthcare,asia-pacific,malaysia,malaysia,1114.02,2023-04-14,private developer,42,water conservation,cost-plus,delayed,large,"john holland secured a healthcare large-scale contract to build a school in malaysia, malaysia. project emphasizes sustainability."
win-21268,turner construction,"university campus in gauteng, south africa",transportation,africa,south africa,gauteng,6024.6849999999995,2023-12-06,utility company,31,carbon neutrality,cost-plus,on track,mega,"turner construction secured a transportation mega-scale contract to build a warehouse in gauteng, south africa. project emphasizes innovation."
win-21269,cpb contractors,"dam in western australia, australia",education,australia,australia,western australia,983.8,2021-01-25,international agency,23,waste reduction,cost-plus,cancelled,large,"cpb contractors secured a education large-scale contract to build a airport in western australia, australia. project emphasizes sustainability."
win-21270,kiewit,"highway in peru, peru",energy,latin america,peru,peru,517.2,2025-01-01,ngo,51,community engagement,time and materials,completed,large,"kiewit secured a energy large-scale contract to build a water treatment plant in peru, peru. project emphasizes sustainability."
win-21271,shimizu corporation,"stadium in victoria, australia",utilities,australia,australia,victoria,6024.6849999999995,2023-06-16,corporate,43,renewable energy,lump sum,completed,mega,"shimizu corporation secured a utilities mega-scale contract to build a stadium in victoria, australia. project emphasizes safety."
win-21272,turner construction,"shopping mall in new south wales, australia",energy,australia,australia,new south wales,6024.6849999999995,2024-12-06,public-private partnership,83,water conservation,cost-plus,delayed,mega,"turner construction secured a energy mega-scale contract to build a residential complex in new south wales, australia. project emphasizes innovation."
win-21273,kajima corporation,"dam in saudi arabia, saudi arabia",education,middle east,saudi arabia,saudi arabia,40.16,2024-06-22,international agency,46,carbon neutrality,fixed-price,cancelled,small,"kajima corporation secured a education small-scale contract to build a port in saudi arabia, saudi arabia. project emphasizes safety."
win-21274,leighton asia,"university campus in france, france",industrial,europe,france,france,1726.13,2020-07-09,government,82,carbon neutrality,fixed-price,completed,large,"leighton asia secured a industrial large-scale contract to build a railway in france, france. project emphasizes innovation."
win-21275,strabag,"metro system in new south wales, australia",transportation,australia,australia,new south wales,4408.4,2020-06-07,municipality,64,unknown,lump sum,on hold,mega,"strabag secured a transportation mega-scale contract to build a port in new south wales, australia. project emphasizes community impact."
win-21276,leighton asia,"power plant in ontario, canada",transportation,north america,canada,ontario,5739.12,2023-12-13,municipality,22,water conservation,lump sum,delayed,mega,"leighton asia secured a transportation mega-scale contract to build a residential complex in ontario, canada. project emphasizes digitalization."
win-21277,obayashi corporation,"university campus in algeria, algeria",utilities,africa,algeria,algeria,64.24,2023-10-21,municipality,64,unknown,fixed-price,on hold,small,"obayashi corporation secured a utilities small-scale contract to build a port in algeria, algeria. project emphasizes digitalization."
win-21278,cpb contractors,"airport in poland, poland",energy,europe,poland,poland,4133.62,2024-04-23,international agency,7,unknown,fixed-price,on track,mega,"cpb contractors secured a energy mega-scale contract to build a stadium in poland, poland. project emphasizes sustainability."
win-21279,mccarthy,"water treatment plant in new york, usa",commercial,north america,usa,new york,3068.98,2021-08-18,ngo,60,carbon neutrality,unit price,delayed,mega,"mccarthy secured a commercial mega-scale contract to build a dam in new york, usa. project emphasizes sustainability."
win-21280,salini impregilo,"water treatment plant in indonesia, indonesia",utilities,asia-pacific,indonesia,indonesia,44.78,2022-05-15,state-owned enterprise,30,waste reduction,unit price,completed,small,"salini impregilo secured a utilities small-scale contract to build a wind farm in indonesia, indonesia. project emphasizes community impact."
win-21281,bouygues,"school in western australia, australia",healthcare,asia-pacific,australia,western australia,211.77,2024-10-23,private developer,29,renewable energy,unit price,on track,medium,"bouygues secured a healthcare medium-scale contract to build a smart city in western australia, australia. project emphasizes sustainability."
win-21282,salini impregilo,"wind farm in new south wales, australia",utilities,australia,australia,new south wales,898.47,2021-11-08,public-private partnership,74,green building,lump sum,on track,large,"salini impregilo secured a utilities large-scale contract to build a bridge in new south wales, australia. project emphasizes digitalization."
win-21283,salini impregilo,"metro system in indonesia, indonesia",infrastructure,asia-pacific,indonesia,indonesia,893.86,2022-12-06,international agency,37,community engagement,lump sum,on track,large,"salini impregilo secured a infrastructure large-scale contract to build a power plant in indonesia, indonesia. project emphasizes community impact."
win-21284,salini impregilo,"dam in tamil nadu, india",transportation,asia-pacific,india,tamil nadu,73.57,2020-09-30,municipality,77,waste reduction,cost-plus,on hold,small,"salini impregilo secured a transportation small-scale contract to build a solar plant in tamil nadu, india. project emphasizes innovation."
win-21285,fluor,"railway in morocco, morocco",utilities,africa,morocco,morocco,449.44,2022-03-21,public-private partnership,55,unknown,lump sum,delayed,medium,"fluor secured a utilities medium-scale contract to build a high-rise building in morocco, morocco. project emphasizes sustainability."
win-21286,hochtief,"highway in spain, spain",residential,europe,spain,spain,6024.6849999999995,2024-12-01,state-owned enterprise,25,community engagement,cost-plus,on track,mega,"hochtief secured a residential mega-scale contract to build a oil pipeline in spain, spain. project emphasizes sustainability."
win-21287,skanska,"high-rise building in saudi arabia, saudi arabia",industrial,middle east,saudi arabia,saudi arabia,264.37,2023-10-03,international agency,79,renewable energy,cost-plus,delayed,medium,"skanska secured a industrial medium-scale contract to build a airport in saudi arabia, saudi arabia. project emphasizes sustainability."
win-21288,bam group,"data center in colombia, colombia",utilities,latin america,colombia,colombia,2714.49,2023-06-13,government,12,waste reduction,fixed-price,on hold,mega,"bam group secured a utilities mega-scale contract to build a refinery in colombia, colombia. project emphasizes digitalization."
